test,failure_file,config,exception,message,stacktrace
org.apache.hadoop.crypto.key.kms.TestKMSClientProvider#testSelectTokenOldService,id_000000,[hadoop.ssl.require.client.cert=true],java.security.GeneralSecurityException,The property 'ssl.client.keystore.location' has not been set in the ssl configuration file.,[org.apache.hadoop.security.ssl.FileBasedKeyStoresFactory.createKeyManagersFromConfiguration(FileBasedKeyStoresFactory.java:167), org.apache.hadoop.security.ssl.FileBasedKeyStoresFactory.init(FileBasedKeyStoresFactory.java:272), org.apache.hadoop.security.ssl.SSLFactory.init(SSLFactory.java:180), org.apache.hadoop.crypto.key.kms.KMSClientProvider.<init>(KMSClientProvider.java:391), org.apache.hadoop.crypto.key.kms.TestKMSClientProvider.testSelectTokenOldService(TestKMSClientProvider.java:90)]
org.apache.hadoop.crypto.key.kms.TestKMSClientProvider#testSelectTokenOldService,id_000001,[hadoop.security.kms.client.encrypted.key.cache.size=0],java.lang.IllegalArgumentException,"numValues" must be > 0,[org.apache.hadoop.thirdparty.com.google.common.base.Preconditions.checkArgument(Preconditions.java:144), org.apache.hadoop.crypto.key.kms.ValueQueue.<init>(ValueQueue.java:224), org.apache.hadoop.crypto.key.kms.ValueQueue.<init>(ValueQueue.java:263), org.apache.hadoop.crypto.key.kms.KMSClientProvider.<init>(KMSClientProvider.java:417), org.apache.hadoop.crypto.key.kms.TestKMSClientProvider.testSelectTokenOldService(TestKMSClientProvider.java:90)]
org.apache.hadoop.crypto.key.kms.TestKMSClientProvider#testSelectTokenOldService,id_000002,[hadoop.security.kms.client.encrypted.key.cache.num.refill.threads=0],java.lang.IllegalArgumentException,"numFillerThreads" must be > 0,[org.apache.hadoop.thirdparty.com.google.common.base.Preconditions.checkArgument(Preconditions.java:144), org.apache.hadoop.crypto.key.kms.ValueQueue.<init>(ValueQueue.java:231), org.apache.hadoop.crypto.key.kms.ValueQueue.<init>(ValueQueue.java:263), org.apache.hadoop.crypto.key.kms.KMSClientProvider.<init>(KMSClientProvider.java:417), org.apache.hadoop.crypto.key.kms.TestKMSClientProvider.testSelectTokenOldService(TestKMSClientProvider.java:90)]
org.apache.hadoop.crypto.key.kms.TestKMSClientProvider#testSelectTokenOldService,id_000004,[hadoop.security.kms.client.encrypted.key.cache.low-watermark=0.0],java.lang.IllegalArgumentException,"lowWatermark" must be > 0 and <= 1,[org.apache.hadoop.thirdparty.com.google.common.base.Preconditions.checkArgument(Preconditions.java:144), org.apache.hadoop.crypto.key.kms.ValueQueue.<init>(ValueQueue.java:225), org.apache.hadoop.crypto.key.kms.ValueQueue.<init>(ValueQueue.java:263), org.apache.hadoop.crypto.key.kms.KMSClientProvider.<init>(KMSClientProvider.java:417), org.apache.hadoop.crypto.key.kms.TestKMSClientProvider.testSelectTokenOldService(TestKMSClientProvider.java:90)]
org.apache.hadoop.crypto.key.kms.TestKMSClientProvider#testSelectTokenOldService,id_000006,[hadoop.security.kms.client.encrypted.key.cache.low-watermark=5.4836273E-6],java.lang.IllegalArgumentException,"expiry" must be > 0,[org.apache.hadoop.thirdparty.com.google.common.base.Preconditions.checkArgument(Preconditions.java:144), org.apache.hadoop.crypto.key.kms.ValueQueue.<init>(ValueQueue.java:230), org.apache.hadoop.crypto.key.kms.ValueQueue.<init>(ValueQueue.java:263), org.apache.hadoop.crypto.key.kms.KMSClientProvider.<init>(KMSClientProvider.java:417), org.apache.hadoop.crypto.key.kms.TestKMSClientProvider.testSelectTokenOldService(TestKMSClientProvider.java:90)]
org.apache.hadoop.crypto.key.kms.TestKMSClientProvider#testSelectTokenWhenBothExist,id_000000,[hadoop.ssl.require.client.cert=true],java.security.GeneralSecurityException,The property 'ssl.client.keystore.location' has not been set in the ssl configuration file.,[org.apache.hadoop.security.ssl.FileBasedKeyStoresFactory.createKeyManagersFromConfiguration(FileBasedKeyStoresFactory.java:167), org.apache.hadoop.security.ssl.FileBasedKeyStoresFactory.init(FileBasedKeyStoresFactory.java:272), org.apache.hadoop.security.ssl.SSLFactory.init(SSLFactory.java:180), org.apache.hadoop.crypto.key.kms.KMSClientProvider.<init>(KMSClientProvider.java:391), org.apache.hadoop.crypto.key.kms.TestKMSClientProvider.testSelectTokenWhenBothExist(TestKMSClientProvider.java:106)]
org.apache.hadoop.crypto.key.kms.TestKMSClientProvider#testSelectTokenWhenBothExist,id_000001,[hadoop.security.kms.client.encrypted.key.cache.low-watermark=0.0],java.lang.IllegalArgumentException,"numValues" must be > 0,[org.apache.hadoop.thirdparty.com.google.common.base.Preconditions.checkArgument(Preconditions.java:144), org.apache.hadoop.crypto.key.kms.ValueQueue.<init>(ValueQueue.java:224), org.apache.hadoop.crypto.key.kms.ValueQueue.<init>(ValueQueue.java:263), org.apache.hadoop.crypto.key.kms.KMSClientProvider.<init>(KMSClientProvider.java:417), org.apache.hadoop.crypto.key.kms.TestKMSClientProvider.testSelectTokenWhenBothExist(TestKMSClientProvider.java:106)]
org.apache.hadoop.crypto.key.kms.TestKMSClientProvider#testSelectTokenWhenBothExist,id_000003,[hadoop.security.kms.client.encrypted.key.cache.low-watermark=0.0],java.lang.IllegalArgumentException,"lowWatermark" must be > 0 and <= 1,[org.apache.hadoop.thirdparty.com.google.common.base.Preconditions.checkArgument(Preconditions.java:144), org.apache.hadoop.crypto.key.kms.ValueQueue.<init>(ValueQueue.java:225), org.apache.hadoop.crypto.key.kms.ValueQueue.<init>(ValueQueue.java:263), org.apache.hadoop.crypto.key.kms.KMSClientProvider.<init>(KMSClientProvider.java:417), org.apache.hadoop.crypto.key.kms.TestKMSClientProvider.testSelectTokenWhenBothExist(TestKMSClientProvider.java:106)]
org.apache.hadoop.crypto.key.kms.TestKMSClientProvider#testSelectTokenWhenBothExist,id_000004,[hadoop.security.kms.client.encrypted.key.cache.expiry=0],java.lang.IllegalArgumentException,"expiry" must be > 0,[org.apache.hadoop.thirdparty.com.google.common.base.Preconditions.checkArgument(Preconditions.java:144), org.apache.hadoop.crypto.key.kms.ValueQueue.<init>(ValueQueue.java:230), org.apache.hadoop.crypto.key.kms.ValueQueue.<init>(ValueQueue.java:263), org.apache.hadoop.crypto.key.kms.KMSClientProvider.<init>(KMSClientProvider.java:417), org.apache.hadoop.crypto.key.kms.TestKMSClientProvider.testSelectTokenWhenBothExist(TestKMSClientProvider.java:106)]
org.apache.hadoop.crypto.key.kms.TestKMSClientProvider#testSelectTokenWhenBothExist,id_000005,[hadoop.security.kms.client.encrypted.key.cache.low-watermark=1.0728836E-6],java.lang.IllegalArgumentException,"numFillerThreads" must be > 0,[org.apache.hadoop.thirdparty.com.google.common.base.Preconditions.checkArgument(Preconditions.java:144), org.apache.hadoop.crypto.key.kms.ValueQueue.<init>(ValueQueue.java:231), org.apache.hadoop.crypto.key.kms.ValueQueue.<init>(ValueQueue.java:263), org.apache.hadoop.crypto.key.kms.KMSClientProvider.<init>(KMSClientProvider.java:417), org.apache.hadoop.crypto.key.kms.TestKMSClientProvider.testSelectTokenWhenBothExist(TestKMSClientProvider.java:106)]
